"Matrix_Index_A","Matrix_Index_B","Region_A","Region_B","Connectivity_A","Connectivity_B","Difference","Effect_Size","Abs_Effect_Size","Bayesian_P_Value","Comparison","Effect_Category","Significance_Category","Combined_Category","index.x","RegionA_Area","RegionA_Side","RegionA_Name","color.x","ctxlabel.x","RSNsID.x","RSNsID17.x","X.x","Y.x","Z.x","RegionA_RSN","RegionA_RSNName","R.x","G.x","B.x","index.y","RegionB_Area","RegionB_Side","RegionB_Name","color.y","ctxlabel.y","RSNsID.y","RSNsID17.y","X.y","Y.y","Z.y","RegionB_RSN","RegionB_RSNName","R.y","G.y","B.y","Connection_Name","Network_Pair","Brain_Regions","Direction"
2,6,2,6,0.15403110667315,0.121893911050909,-0.032137195622241,-0.297031801686161,0.297031801686161,0.833,"S1_vs_S2","Small","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,"rh-parsorbitalis ↔ rh-parsopercularis","DMN - FP","pars orbitalis - pars opercularis","Decreased"
3,6,3,6,-0.0103036850267229,-0.0201948130403305,-0.00989112801360759,-0.0914199113427635,0.0914199113427635,0.679,"S1_vs_S2","Negligible","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,"rh-frontalpole ↔ rh-parsopercularis","LS - FP","frontal pole - pars opercularis","Decreased"
4,6,4,6,-0.0655282374641004,-0.0782769215191765,-0.0127486840550762,-0.117831208376696,0.117831208376696,0.809,"S1_vs_S2","Negligible","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,"rh-medialorbitofrontal ↔ rh-parsopercularis","LS - FP","medial orbitofrontal - pars opercularis","Decreased"
5,6,5,6,0.212014644730572,0.191706612187565,-0.0203080325430072,-0.187699373830117,0.187699373830117,0.994,"S1_vs_S2","Negligible","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,"rh-parstriangularis ↔ rh-parsopercularis","FP - FP","pars triangularis - pars opercularis","Decreased"
1,7,1,7,0.042357688230137,0.021493378087723,-0.020864310142414,-0.192840834819174,0.192840834819174,0.787,"S1_vs_S2","Negligible","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-lateralorbitofrontal ↔ rh-rostralmiddlefrontal","LS - FP","lateral orbitofrontal - rostral middle frontal","Decreased"
2,7,2,7,0.196885015546422,0.184276807324664,-0.0126082082217581,-0.11653284400308,0.11653284400308,1,"S1_vs_S2","Negligible","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-parsorbitalis ↔ rh-rostralmiddlefrontal","DMN - FP","pars orbitalis - rostral middle frontal","Decreased"
3,7,3,7,0.124370392701988,0.0700854323193581,-0.0542849603826299,-0.501735116419285,0.501735116419285,0.258,"S1_vs_S2","Medium","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-frontalpole ↔ rh-rostralmiddlefrontal","LS - FP","frontal pole - rostral middle frontal","Decreased"
4,7,4,7,0.0364305250688134,0.00318000749687964,-0.0332505175719338,-0.307321810449251,0.307321810449251,0.662,"S1_vs_S2","Small","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-medialorbitofrontal ↔ rh-rostralmiddlefrontal","LS - FP","medial orbitofrontal - rostral middle frontal","Decreased"
5,7,5,7,0.20273184081697,0.212670137673518,0.00993829685654715,0.0918558749086725,0.0918558749086725,0.859,"S1_vs_S2","Negligible","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-parstriangularis ↔ rh-rostralmiddlefrontal","FP - FP","pars triangularis - rostral middle frontal","Increased"
6,7,6,7,0.185014427395071,0.149964974276578,-0.0350494531184937,-0.323948683334891,0.323948683334891,0.931,"S1_vs_S2","Small","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-parsopercularis ↔ rh-rostralmiddlefrontal","FP - FP","pars opercularis - rostral middle frontal","Decreased"
1,8,1,8,0.0195781169336209,0.025378383952834,0.00580026701921314,0.0536096485589229,0.0536096485589229,0.967,"S1_vs_S2","Negligible","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-lateralorbitofrontal ↔ rh-superiorfrontal","LS - DMN","lateral orbitofrontal - superior frontal","Increased"
2,8,2,8,0.140374127782341,0.137266634446923,-0.00310749333541815,-0.0287213718022178,0.0287213718022178,0.956,"S1_vs_S2","Negligible","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-parsorbitalis ↔ rh-superiorfrontal","DMN - DMN","pars orbitalis - superior frontal","Decreased"
3,8,3,8,0.147983612202779,0.089547135745344,-0.0584364764574352,-0.540105990901409,0.540105990901409,0.236,"S1_vs_S2","Medium","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-frontalpole ↔ rh-superiorfrontal","LS - DMN","frontal pole - superior frontal","Decreased"
4,8,4,8,0.0799563336576636,0.0484196500235659,-0.0315366836340977,-0.291481499168511,0.291481499168511,0.739,"S1_vs_S2","Small","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-medialorbitofrontal ↔ rh-superiorfrontal","LS - DMN","medial orbitofrontal - superior frontal","Decreased"
5,8,5,8,0.120261575616734,0.13043638828083,0.0101748126640963,0.0940419000139543,0.0940419000139543,0.864,"S1_vs_S2","Negligible","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-parstriangularis ↔ rh-superiorfrontal","FP - DMN","pars triangularis - superior frontal","Increased"
6,8,6,8,0.104746698690895,0.0809948904407731,-0.0237518082501221,-0.219528874913885,0.219528874913885,0.904,"S1_vs_S2","Small","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-parsopercularis ↔ rh-superiorfrontal","FP - DMN","pars opercularis - superior frontal","Decreased"
7,8,7,8,0.306008943861748,0.25837099099077,-0.0476379528709779,-0.440299369498012,0.440299369498012,0.674,"S1_vs_S2","Small","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-rostralmiddlefrontal ↔ rh-superiorfrontal","FP - DMN","rostral middle frontal - superior frontal","Decreased"
1,9,1,9,-0.0524064707679633,-0.0581092212749023,-0.00570275050693904,-0.052708340751129,0.052708340751129,0.922,"S1_vs_S2","Negligible","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-lateralorbitofrontal ↔ rh-caudalmiddlefrontal","LS - FP","lateral orbitofrontal - caudal middle frontal","Decreased"
2,9,2,9,0.110974260196438,0.07340310096462,-0.037571159231818,-0.347255847997552,0.347255847997552,0.628,"S1_vs_S2","Small","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-parsorbitalis ↔ rh-caudalmiddlefrontal","DMN - FP","pars orbitalis - caudal middle frontal","Decreased"
3,9,3,9,0.0970541884712696,0.0279148756458388,-0.0691393128254308,-0.639028211959732,0.639028211959732,0.024,"S1_vs_S2","Medium","Marginally Significant","Significant Only",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-frontalpole ↔ rh-caudalmiddlefrontal","LS - FP","frontal pole - caudal middle frontal","Decreased"
4,9,4,9,-0.0336342570626016,-0.0530816588796335,-0.0194474018170319,-0.179744893354354,0.179744893354354,0.764,"S1_vs_S2","Negligible","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-medialorbitofrontal ↔ rh-caudalmiddlefrontal","LS - FP","medial orbitofrontal - caudal middle frontal","Decreased"
5,9,5,9,0.112975166987398,0.0919574889776001,-0.0210176780097982,-0.194258355330466,0.194258355330466,0.945,"S1_vs_S2","Negligible","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-parstriangularis ↔ rh-caudalmiddlefrontal","FP - FP","pars triangularis - caudal middle frontal","Decreased"
6,9,6,9,0.112020703138386,0.0686098345507489,-0.0434108685876369,-0.401230046980925,0.401230046980925,0.818,"S1_vs_S2","Small","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-parsopercularis ↔ rh-caudalmiddlefrontal","FP - FP","pars opercularis - caudal middle frontal","Decreased"
7,9,7,9,0.27793270416726,0.192307790175585,-0.0856249139916752,-0.791398315245913,0.791398315245913,0.316,"S1_vs_S2","Medium","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-rostralmiddlefrontal ↔ rh-caudalmiddlefrontal","FP - FP","rostral middle frontal - caudal middle frontal","Decreased"
8,9,8,9,0.278723590696003,0.218705193488032,-0.0600183972079709,-0.554727079069138,0.554727079069138,0.47,"S1_vs_S2","Medium","Not Significant","Neither",7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-superiorfrontal ↔ rh-caudalmiddlefrontal","DMN - FP","superior frontal - caudal middle frontal","Decreased"
1,10,1,10,-0.0662704582385154,-0.101805303749329,-0.0355348455108132,-0.328434979479401,0.328434979479401,0.56,"S1_vs_S2","Small","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-lateralorbitofrontal ↔ rh-precentral","LS - SM","lateral orbitofrontal - precentral","Decreased"
2,10,2,10,-0.045031095651964,-0.0302115099947334,0.0148195856572307,0.136971759445097,0.136971759445097,0.988,"S1_vs_S2","Negligible","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-parsorbitalis ↔ rh-precentral","DMN - SM","pars orbitalis - precentral","Increased"
3,10,3,10,-0.114465266490296,-0.0825886910982645,0.0318765753920319,0.294622988625905,0.294622988625905,0.982,"S1_vs_S2","Small","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-frontalpole ↔ rh-precentral","LS - SM","frontal pole - precentral","Increased"
4,10,4,10,-0.13382808575321,-0.122216822255503,0.0116112634977074,0.107318465404303,0.107318465404303,0.927,"S1_vs_S2","Negligible","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-medialorbitofrontal ↔ rh-precentral","LS - SM","medial orbitofrontal - precentral","Increased"
5,10,5,10,0.047859125194258,0.0307505328338639,-0.0171085923603941,-0.158128172503173,0.158128172503173,0.719,"S1_vs_S2","Negligible","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-parstriangularis ↔ rh-precentral","FP - SM","pars triangularis - precentral","Decreased"
6,10,6,10,0.106154208622427,0.0565962040299512,-0.0495580045924754,-0.458045672842922,0.458045672842922,0.36,"S1_vs_S2","Small","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-parsopercularis ↔ rh-precentral","FP - SM","pars opercularis - precentral","Decreased"
7,10,7,10,-0.0329285589440759,0.00592101733071197,0.0388495762747878,0.359071767533382,0.359071767533382,0.996,"S1_vs_S2","Small","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-rostralmiddlefrontal ↔ rh-precentral","FP - SM","rostral middle frontal - precentral","Increased"
8,10,8,10,-0.035374500131268,0.0231366616752863,0.0585111618065543,0.540796279004614,0.540796279004614,0.969,"S1_vs_S2","Medium","Not Significant","Neither",7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-superiorfrontal ↔ rh-precentral","DMN - SM","superior frontal - precentral","Increased"
9,10,9,10,-0.00418658858099198,0.0831184152098986,0.0873050037908906,0.806926742365736,0.806926742365736,0.856,"S1_vs_S2","Large","Not Significant","Large Effect Only",8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-caudalmiddlefrontal ↔ rh-precentral","FP - SM","caudal middle frontal - precentral","Increased"
1,11,1,11,-0.0865733726461433,-0.0702616363071789,0.0163117363389644,0.150763137217831,0.150763137217831,0.803,"S1_vs_S2","Negligible","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-lateralorbitofrontal ↔ rh-paracentral","LS - SM","lateral orbitofrontal - paracentral","Increased"
2,11,2,11,-0.116878088009302,-0.0908652091530841,0.0260128788562176,0.240427085316642,0.240427085316642,0.764,"S1_vs_S2","Small","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-parsorbitalis ↔ rh-paracentral","DMN - SM","pars orbitalis - paracentral","Increased"
3,11,3,11,-0.0768996266505152,-0.0478216527321137,0.0290779739184015,0.268756586103256,0.268756586103256,0.96,"S1_vs_S2","Small","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-frontalpole ↔ rh-paracentral","LS - SM","frontal pole - paracentral","Increased"
4,11,4,11,-0.0725099798008869,-0.0447747928621105,0.0277351869387764,0.256345719874383,0.256345719874383,0.775,"S1_vs_S2","Small","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-medialorbitofrontal ↔ rh-paracentral","LS - SM","medial orbitofrontal - paracentral","Increased"
