"Matrix_Index_A","Matrix_Index_B","Region_A","Region_B","Connectivity_A","Connectivity_B","Difference","Effect_Size","Abs_Effect_Size","Bayesian_P_Value","Comparison","Effect_Category","Significance_Category","Combined_Category","index.x","RegionA_Area","RegionA_Side","RegionA_Name","color.x","ctxlabel.x","RSNsID.x","RSNsID17.x","X.x","Y.x","Z.x","RegionA_RSN","RegionA_RSNName","R.x","G.x","B.x","index.y","RegionB_Area","RegionB_Side","RegionB_Name","color.y","ctxlabel.y","RSNsID.y","RSNsID17.y","X.y","Y.y","Z.y","RegionB_RSN","RegionB_RSNName","R.y","G.y","B.y","Connection_Name","Network_Pair","Brain_Regions","Direction"
1,6,1,6,0.0231703196901736,-0.0164935208466152,-0.0396638405367888,-0.458398781383406,0.458398781383406,0.15,"S3_vs_S2","Small","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,"rh-lateralorbitofrontal ↔ rh-parsopercularis","LS - FP","lateral orbitofrontal - pars opercularis","Decreased"
2,6,2,6,0.160765787702205,0.121893911050909,-0.0388718766512958,-0.44924597935777,0.44924597935777,0.466,"S3_vs_S2","Small","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,"rh-parsorbitalis ↔ rh-parsopercularis","DMN - FP","pars orbitalis - pars opercularis","Decreased"
3,6,3,6,-0.0170604185242909,-0.0201948130403305,-0.00313439451603962,-0.0362244958401025,0.0362244958401025,0.876,"S3_vs_S2","Negligible","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,"rh-frontalpole ↔ rh-parsopercularis","LS - FP","frontal pole - pars opercularis","Decreased"
4,6,4,6,-0.0692712832093211,-0.0782769215191765,-0.00900563830985546,-0.104079019352362,0.104079019352362,0.831,"S3_vs_S2","Negligible","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,"rh-medialorbitofrontal ↔ rh-parsopercularis","LS - FP","medial orbitofrontal - pars opercularis","Decreased"
5,6,5,6,0.198056272954851,0.191706612187565,-0.00634966076728632,-0.0733836340235984,0.0733836340235984,0.992,"S3_vs_S2","Negligible","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,"rh-parstriangularis ↔ rh-parsopercularis","FP - FP","pars triangularis - pars opercularis","Decreased"
1,7,1,7,0.0511487051794727,0.021493378087723,-0.0296553270917497,-0.342729438612375,0.342729438612375,0.477,"S3_vs_S2","Small","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-lateralorbitofrontal ↔ rh-rostralmiddlefrontal","LS - FP","lateral orbitofrontal - rostral middle frontal","Decreased"
2,7,2,7,0.208976980751791,0.184276807324664,-0.0247001734271274,-0.285462255941962,0.285462255941962,0.753,"S3_vs_S2","Small","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-parsorbitalis ↔ rh-rostralmiddlefrontal","DMN - FP","pars orbitalis - rostral middle frontal","Decreased"
3,7,3,7,0.0534269594592232,0.0700854323193581,0.0166584728601349,0.192523556858083,0.192523556858083,0.586,"S3_vs_S2","Negligible","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-frontalpole ↔ rh-rostralmiddlefrontal","LS - FP","frontal pole - rostral middle frontal","Increased"
4,7,4,7,0.00422050579347509,0.00318000749687964,-0.00104049829659545,-0.0120251378771169,0.0120251378771169,0.951,"S3_vs_S2","Negligible","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-medialorbitofrontal ↔ rh-rostralmiddlefrontal","LS - FP","medial orbitofrontal - rostral middle frontal","Decreased"
5,7,5,7,0.221830955972789,0.212670137673518,-0.00916081829927168,-0.105872449264363,0.105872449264363,0.985,"S3_vs_S2","Negligible","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-parstriangularis ↔ rh-rostralmiddlefrontal","FP - FP","pars triangularis - rostral middle frontal","Decreased"
6,7,6,7,0.213624967780547,0.149964974276578,-0.0636599935039692,-0.735724605841651,0.735724605841651,0.341,"S3_vs_S2","Medium","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,"rh-parsopercularis ↔ rh-rostralmiddlefrontal","FP - FP","pars opercularis - rostral middle frontal","Decreased"
1,8,1,8,0.0459791941117716,0.025378383952834,-0.0206008101589376,-0.238085524360885,0.238085524360885,0.651,"S3_vs_S2","Small","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-lateralorbitofrontal ↔ rh-superiorfrontal","LS - DMN","lateral orbitofrontal - superior frontal","Decreased"
2,8,2,8,0.13706800266351,0.137266634446923,0.000198631783412395,0.00229560643215581,0.00229560643215581,0.953,"S3_vs_S2","Negligible","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-parsorbitalis ↔ rh-superiorfrontal","DMN - DMN","pars orbitalis - superior frontal","Increased"
3,8,3,8,0.0863733060971335,0.089547135745344,0.00317382964821053,0.0366802514171266,0.0366802514171266,0.937,"S3_vs_S2","Negligible","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-frontalpole ↔ rh-superiorfrontal","LS - DMN","frontal pole - superior frontal","Increased"
4,8,4,8,0.0759984175140084,0.0484196500235659,-0.0275787674904425,-0.318730441595776,0.318730441595776,0.631,"S3_vs_S2","Small","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-medialorbitofrontal ↔ rh-superiorfrontal","LS - DMN","medial orbitofrontal - superior frontal","Decreased"
5,8,5,8,0.123652985464369,0.13043638828083,0.00678340281646087,0.0783964321814554,0.0783964321814554,0.829,"S3_vs_S2","Negligible","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-parstriangularis ↔ rh-superiorfrontal","FP - DMN","pars triangularis - superior frontal","Increased"
6,8,6,8,0.1252943549758,0.0809948904407731,-0.0442994645350265,-0.511973129277754,0.511973129277754,0.308,"S3_vs_S2","Medium","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-parsopercularis ↔ rh-superiorfrontal","FP - DMN","pars opercularis - superior frontal","Decreased"
7,8,7,8,0.27422968245279,0.25837099099077,-0.0158586914620198,-0.183280407094785,0.183280407094785,0.888,"S3_vs_S2","Negligible","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,"rh-rostralmiddlefrontal ↔ rh-superiorfrontal","FP - DMN","rostral middle frontal - superior frontal","Decreased"
1,9,1,9,-0.0142150577340819,-0.0581092212749023,-0.0438941635408204,-0.507289027099972,0.507289027099972,0.221,"S3_vs_S2","Medium","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-lateralorbitofrontal ↔ rh-caudalmiddlefrontal","LS - FP","lateral orbitofrontal - caudal middle frontal","Decreased"
2,9,2,9,0.102523291554467,0.07340310096462,-0.0291201905898471,-0.336544815110815,0.336544815110815,0.463,"S3_vs_S2","Small","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-parsorbitalis ↔ rh-caudalmiddlefrontal","DMN - FP","pars orbitalis - caudal middle frontal","Decreased"
3,9,3,9,0.0304497223219354,0.0279148756458388,-0.00253484667609658,-0.0292954643723597,0.0292954643723597,0.906,"S3_vs_S2","Negligible","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-frontalpole ↔ rh-caudalmiddlefrontal","LS - FP","frontal pole - caudal middle frontal","Decreased"
4,9,4,9,-0.0243985799220596,-0.0530816588796335,-0.0286830789575739,-0.331493074360277,0.331493074360277,0.502,"S3_vs_S2","Small","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-medialorbitofrontal ↔ rh-caudalmiddlefrontal","LS - FP","medial orbitofrontal - caudal middle frontal","Decreased"
5,9,5,9,0.115348133749181,0.0919574889776001,-0.0233906447715812,-0.270327908592713,0.270327908592713,0.6,"S3_vs_S2","Small","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-parstriangularis ↔ rh-caudalmiddlefrontal","FP - FP","pars triangularis - caudal middle frontal","Decreased"
6,9,6,9,0.122700380037876,0.0686098345507489,-0.0540905454871267,-0.625129584026661,0.625129584026661,0.165,"S3_vs_S2","Medium","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-parsopercularis ↔ rh-caudalmiddlefrontal","FP - FP","pars opercularis - caudal middle frontal","Decreased"
7,9,7,9,0.227071289727179,0.192307790175585,-0.0347634995515942,-0.401765074067725,0.401765074067725,0.604,"S3_vs_S2","Small","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-rostralmiddlefrontal ↔ rh-caudalmiddlefrontal","FP - FP","rostral middle frontal - caudal middle frontal","Decreased"
8,9,8,9,0.214344099419046,0.218705193488032,0.00436109406898566,0.050401579364641,0.050401579364641,0.892,"S3_vs_S2","Negligible","Not Significant","Neither",7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-superiorfrontal ↔ rh-caudalmiddlefrontal","DMN - FP","superior frontal - caudal middle frontal","Increased"
1,10,1,10,-0.0907254096331,-0.101805303749329,-0.0110798941162286,-0.128051391191569,0.128051391191569,0.765,"S3_vs_S2","Negligible","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-lateralorbitofrontal ↔ rh-precentral","LS - SM","lateral orbitofrontal - precentral","Decreased"
2,10,2,10,-0.0227056102243328,-0.0302115099947334,-0.00750589977040059,-0.0867463982653502,0.0867463982653502,0.839,"S3_vs_S2","Negligible","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-parsorbitalis ↔ rh-precentral","DMN - SM","pars orbitalis - precentral","Decreased"
3,10,3,10,-0.0774736093112266,-0.0825886910982645,-0.00511508178703793,-0.059115487207545,0.059115487207545,0.847,"S3_vs_S2","Negligible","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-frontalpole ↔ rh-precentral","LS - SM","frontal pole - precentral","Decreased"
4,10,4,10,-0.112238820977949,-0.122216822255503,-0.00997800127755437,-0.11531671074642,0.11531671074642,0.846,"S3_vs_S2","Negligible","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-medialorbitofrontal ↔ rh-precentral","LS - SM","medial orbitofrontal - precentral","Decreased"
5,10,5,10,0.0298667749070035,0.0307505328338639,0.000883757926860407,0.0102136745012119,0.0102136745012119,0.938,"S3_vs_S2","Negligible","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-parstriangularis ↔ rh-precentral","FP - SM","pars triangularis - precentral","Increased"
6,10,6,10,0.0539064544727976,0.0565962040299512,0.00268974955715365,0.0310856917166704,0.0310856917166704,0.907,"S3_vs_S2","Negligible","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-parsopercularis ↔ rh-precentral","FP - SM","pars opercularis - precentral","Increased"
7,10,7,10,0.0334402205331404,0.00592101733071197,-0.0275192032024285,-0.318042051448224,0.318042051448224,0.505,"S3_vs_S2","Small","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-rostralmiddlefrontal ↔ rh-precentral","FP - SM","rostral middle frontal - precentral","Decreased"
8,10,8,10,0.0453214774987721,0.0231366616752863,-0.0221848158234858,-0.256392028635474,0.256392028635474,0.549,"S3_vs_S2","Small","Not Significant","Neither",7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-superiorfrontal ↔ rh-precentral","DMN - SM","superior frontal - precentral","Decreased"
9,10,9,10,0.0587964779084867,0.0831184152098986,0.0243219373014119,0.281090945026109,0.281090945026109,0.408,"S3_vs_S2","Small","Not Significant","Neither",8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-caudalmiddlefrontal ↔ rh-precentral","FP - SM","caudal middle frontal - precentral","Increased"
1,11,1,11,-0.0876339011844211,-0.0702616363071789,0.0173722648772422,0.200772919158229,0.200772919158229,0.632,"S3_vs_S2","Small","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-lateralorbitofrontal ↔ rh-paracentral","LS - SM","lateral orbitofrontal - paracentral","Increased"
2,11,2,11,-0.100889233369519,-0.0908652091530841,0.0100240242164346,0.115848602232793,0.115848602232793,0.82,"S3_vs_S2","Negligible","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-parsorbitalis ↔ rh-paracentral","DMN - SM","pars orbitalis - paracentral","Increased"
3,11,3,11,-0.0446467775620053,-0.0478216527321137,-0.00317487517010845,-0.0366923346132425,0.0366923346132425,0.86,"S3_vs_S2","Negligible","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-frontalpole ↔ rh-paracentral","LS - SM","frontal pole - paracentral","Decreased"
4,11,4,11,-0.0473116307900038,-0.0447747928621105,0.00253683792789332,0.029318477458957,0.029318477458957,0.953,"S3_vs_S2","Negligible","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-medialorbitofrontal ↔ rh-paracentral","LS - SM","medial orbitofrontal - paracentral","Increased"
