"Matrix_Index_A","Matrix_Index_B","Region_A","Region_B","Connectivity_A","Connectivity_B","Difference","Effect_Size","Abs_Effect_Size","Bayesian_P_Value","Comparison","Effect_Category","Significance_Category","Combined_Category","index.x","RegionA_Area","RegionA_Side","RegionA_Name","color.x","ctxlabel.x","RSNsID.x","RSNsID17.x","X.x","Y.x","Z.x","RegionA_RSN","RegionA_RSNName","R.x","G.x","B.x","index.y","RegionB_Area","RegionB_Side","RegionB_Name","color.y","ctxlabel.y","RSNsID.y","RSNsID17.y","X.y","Y.y","Z.y","RegionB_RSN","RegionB_RSNName","R.y","G.y","B.y","Connection_Name","Network_Pair","Brain_Regions","Direction"
7,9,7,9,0.27793270416726,0.227071289727179,-0.050861414440081,-0.466784473900261,0.466784473900261,0.593,"S1_vs_S3","Small","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-rostralmiddlefrontal ↔ rh-caudalmiddlefrontal","FP - FP","rostral middle frontal - caudal middle frontal","Decreased"
8,9,8,9,0.278723590696003,0.214344099419046,-0.0643794912769566,-0.590847645440211,0.590847645440211,0.459,"S1_vs_S3","Medium","Not Significant","Neither",7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,"rh-superiorfrontal ↔ rh-caudalmiddlefrontal","DMN - FP","superior frontal - caudal middle frontal","Decreased"
1,10,1,10,-0.0662704582385154,-0.0907254096331,-0.0244549513945846,-0.224437164137967,0.224437164137967,0.666,"S1_vs_S3","Small","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-lateralorbitofrontal ↔ rh-precentral","LS - SM","lateral orbitofrontal - precentral","Decreased"
2,10,2,10,-0.045031095651964,-0.0227056102243328,0.0223254854276313,0.204893829332683,0.204893829332683,0.921,"S1_vs_S3","Small","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-parsorbitalis ↔ rh-precentral","DMN - SM","pars orbitalis - precentral","Increased"
3,10,3,10,-0.114465266490296,-0.0774736093112266,0.0369916571790699,0.3394937286963,0.3394937286963,0.973,"S1_vs_S3","Small","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-frontalpole ↔ rh-precentral","LS - SM","frontal pole - precentral","Increased"
4,10,4,10,-0.13382808575321,-0.112238820977949,0.0215892647752617,0.198137108669798,0.198137108669798,0.809,"S1_vs_S3","Negligible","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-medialorbitofrontal ↔ rh-precentral","LS - SM","medial orbitofrontal - precentral","Increased"
5,10,5,10,0.047859125194258,0.0298667749070035,-0.0179923502872545,-0.16512615418825,0.16512615418825,0.75,"S1_vs_S3","Negligible","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-parstriangularis ↔ rh-precentral","FP - SM","pars triangularis - precentral","Decreased"
6,10,6,10,0.106154208622427,0.0539064544727976,-0.0522477541496291,-0.479507711330686,0.479507711330686,0.397,"S1_vs_S3","Small","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-parsopercularis ↔ rh-precentral","FP - SM","pars opercularis - precentral","Decreased"
7,10,7,10,-0.0329285589440759,0.0334402205331404,0.0663687794772163,0.609104488200417,0.609104488200417,0.91,"S1_vs_S3","Medium","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-rostralmiddlefrontal ↔ rh-precentral","FP - SM","rostral middle frontal - precentral","Increased"
8,10,8,10,-0.035374500131268,0.0453214774987721,0.0806959776300401,0.740593431751315,0.740593431751315,0.882,"S1_vs_S3","Medium","Not Significant","Neither",7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-superiorfrontal ↔ rh-precentral","DMN - SM","superior frontal - precentral","Increased"
9,10,9,10,-0.00418658858099198,0.0587964779084867,0.0629830664894786,0.578031851445097,0.578031851445097,0.943,"S1_vs_S3","Medium","Not Significant","Neither",8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,"rh-caudalmiddlefrontal ↔ rh-precentral","FP - SM","caudal middle frontal - precentral","Increased"
1,11,1,11,-0.0865733726461433,-0.0876339011844211,-0.00106052853827786,-0.0097330807891597,0.0097330807891597,0.904,"S1_vs_S3","Negligible","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-lateralorbitofrontal ↔ rh-paracentral","LS - SM","lateral orbitofrontal - paracentral","Decreased"
2,11,2,11,-0.116878088009302,-0.100889233369519,0.0159888546397829,0.146738921507802,0.146738921507802,0.887,"S1_vs_S3","Negligible","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-parsorbitalis ↔ rh-paracentral","DMN - SM","pars orbitalis - paracentral","Increased"
3,11,3,11,-0.0768996266505152,-0.0446467775620053,0.0322528490885099,0.296002959400604,0.296002959400604,0.946,"S1_vs_S3","Small","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-frontalpole ↔ rh-paracentral","LS - SM","frontal pole - paracentral","Increased"
4,11,4,11,-0.0725099798008869,-0.0473116307900038,0.0251983490108831,0.231259751929571,0.231259751929571,0.806,"S1_vs_S3","Small","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,"rh-medialorbitofrontal ↔ rh-paracentral","LS - SM","medial orbitofrontal - paracentral","Increased"
